Version;Date_of_report;Date_of_statistics_week_start;Variant_code;Variant_name;ECDC_category;WHO_category;May_include_samples_listed_before;Sample_size;Variant_cases
3;2022-01-06 20:17:41;2021-02-15;AY.4.2;;VOI;;True;1048;0
3;2022-01-06 20:17:41;2021-02-15;C.36+S:L452R;;VUM;;False;1048;0
3;2022-01-06 20:17:41;2021-02-15;B.1.1.318;;VUM;;False;1048;0
3;2022-01-06 20:17:41;2021-02-15;P.1+S:P681H;;VUM;;True;1048;0
3;2022-01-06 20:17:41;2021-02-15;B.1.617.2+S:K417N;;VUM;;True;1048;0
3;2022-01-06 20:17:41;2021-02-15;C.1.2;;VUM;VUM;False;1048;0
3;2022-01-06 20:17:41;2021-02-15;B.1.617.2+S:E484del;;VUM;;True;1048;0
3;2022-01-06 20:17:41;2021-02-15;B.1.617.2+S:Q613H;;VUM;;True;1048;0
3;2022-01-06 20:17:41;2021-02-15;B.1.617.2+S:Q677H;;VUM;;True;1048;0
3;2022-01-06 20:17:41;2021-02-15;B.1.640;;VUM;VUM;False;1048;0
3;2022-01-06 20:17:41;2021-02-15;B.1.1.7;Alpha;DEV;VOI;False;1048;617
3;2022-01-06 20:17:41;2021-02-15;B.1.525;;DEV;VUM;False;1048;4
3;2022-01-06 20:17:41;2021-02-15;B.1.617.1;;DEV;VUM;False;1048;0
3;2022-01-06 20:17:41;2021-02-15;B.1.526;;DEV;VUM;False;1048;0
3;2022-01-06 20:17:41;2021-02-15;B.1.1.519;;DEV;VUM;False;1048;0
3;2022-01-06 20:17:41;2021-02-15;B.1.630;;;VUM;False;1048;0
3;2022-01-06 20:17:41;2021-02-15;AZ.5;;;VUM;True;1048;0
3;2022-01-06 20:17:41;2021-02-22;B.1.351;Beta;VOC;VOC;False;1037;19
3;2022-01-06 20:17:41;2021-02-22;P.1;Gamma;VOC;VOC;False;1037;3
3;2022-01-06 20:17:41;2021-02-22;B.1.617.2;Delta;VOC;VOC;False;1037;0
3;2022-01-06 20:17:41;2021-02-22;B.1.1.529;Omicron;VOC;VOC;False;1037;0
3;2022-01-06 20:17:41;2021-02-22;B.1.621;Mu;VOI;VOI;False;1037;0
3;2022-01-06 20:17:41;2021-02-22;C.37;Lambda;VOI;VOI;False;1037;0
3;2022-01-06 20:17:41;2021-02-22;AY.4.2;;VOI;;True;1037;0
3;2022-01-06 20:17:41;2021-02-22;C.36+S:L452R;;VUM;;False;1037;0
3;2022-01-06 20:17:41;2021-02-22;B.1.1.318;;VUM;;False;1037;0
3;2022-01-06 20:17:41;2021-02-22;P.1+S:P681H;;VUM;;True;1037;0
3;2022-01-06 20:17:41;2021-02-22;B.1.617.2+S:K417N;;VUM;;True;1037;0
3;2022-01-06 20:17:41;2021-02-22;C.1.2;;VUM;VUM;False;1037;0
3;2022-01-06 20:17:41;2021-02-22;B.1.617.2+S:E484del;;VUM;;True;1037;0
3;2022-01-06 20:17:41;2021-02-22;B.1.617.2+S:Q613H;;VUM;;True;1037;0
3;2022-01-06 20:17:41;2021-02-22;B.1.617.2+S:Q677H;;VUM;;True;1037;0
3;2022-01-06 20:17:41;2021-02-22;B.1.640;;VUM;VUM;False;1037;0
3;2022-01-06 20:17:41;2021-02-22;B.1.1.7;Alpha;DEV;VOI;False;1037;794
3;2022-01-06 20:17:41;2021-02-22;B.1.525;;DEV;VUM;False;1037;0
3;2022-01-06 20:17:41;2021-02-22;B.1.617.1;;DEV;VUM;False;1037;0
3;2022-01-06 20:17:41;2021-02-22;B.1.526;;DEV;VUM;False;1037;0
3;2022-01-06 20:17:41;2021-02-22;B.1.1.519;;DEV;VUM;False;1037;2
3;2022-01-06 20:17:41;2021-02-22;B.1.630;;;VUM;False;1037;0
3;2022-01-06 20:17:41;2021-02-22;AZ.5;;;VUM;True;1037;0
3;2022-01-06 20:17:41;2021-03-01;B.1.351;Beta;VOC;VOC;False;1515;24
3;2022-01-06 20:17:41;2021-03-01;P.1;Gamma;VOC;VOC;False;1515;10
3;2022-01-06 20:17:41;2021-03-01;B.1.617.2;Delta;VOC;VOC;False;1515;0
3;2022-01-06 20:17:41;2021-03-01;B.1.1.529;Omicron;VOC;VOC;False;1515;0
3;2022-01-06 20:17:41;2021-03-01;B.1.621;Mu;VOI;VOI;False;1515;0
3;2022-01-06 20:17:41;2021-03-01;C.37;Lambda;VOI;VOI;False;1515;0
3;2022-01-06 20:17:41;2021-03-01;AY.4.2;;VOI;;True;1515;0
3;2022-01-06 20:17:41;2021-03-01;C.36+S:L452R;;VUM;;False;1515;0
3;2022-01-06 20:17:41;2021-03-01;B.1.1.318;;VUM;;False;1515;0
3;2022-01-06 20:17:41;2021-03-01;P.1+S:P681H;;VUM;;True;1515;0
3;2022-01-06 20:17:41;2021-03-01;B.1.617.2+S:K417N;;VUM;;True;1515;0
3;2022-01-06 20:17:41;2021-03-01;C.1.2;;VUM;VUM;False;1515;0
3;2022-01-06 20:17:41;2021-03-01;B.1.617.2+S:E484del;;VUM;;True;1515;0
3;2022-01-06 20:17:41;2021-03-01;B.1.617.2+S:Q613H;;VUM;;True;1515;0
3;2022-01-06 20:17:41;2021-03-01;B.1.617.2+S:Q677H;;VUM;;True;1515;0
3;2022-01-06 20:17:41;2021-03-01;B.1.640;;VUM;VUM;False;1515;0
3;2022-01-06 20:17:41;2021-03-01;B.1.1.7;Alpha;DEV;VOI;False;1515;1269
3;2022-01-06 20:17:41;2021-03-01;B.1.525;;DEV;VUM;False;1515;7
3;2022-01-06 20:17:41;2021-03-01;B.1.617.1;;DEV;VUM;False;1515;0
3;2022-01-06 20:17:41;2021-03-01;B.1.526;;DEV;VUM;False;1515;0
3;2022-01-06 20:17:41;2021-03-01;B.1.1.519;;DEV;VUM;False;1515;1
3;2022-01-06 20:17:41;2021-03-01;B.1.630;;;VUM;False;1515;0
3;2022-01-06 20:17:41;2021-03-01;AZ.5;;;VUM;True;1515;0
3;2022-01-06 20:17:41;2021-03-08;B.1.351;Beta;VOC;VOC;False;1975;56
3;2022-01-06 20:17:41;2021-03-08;P.1;Gamma;VOC;VOC;False;1975;13
3;2022-01-06 20:17:41;2021-03-08;B.1.617.2;Delta;VOC;VOC;False;1975;1
3;2022-01-06 20:17:41;2021-03-08;B.1.1.529;Omicron;VOC;VOC;False;1975;0
3;2022-01-06 20:17:41;2021-03-08;B.1.621;Mu;VOI;VOI;False;1975;0
3;2022-01-06 20:17:41;2021-03-08;C.37;Lambda;VOI;VOI;False;1975;0
3;2022-01-06 20:17:41;2021-03-08;AY.4.2;;VOI;;True;1975;0
3;2022-01-06 20:17:41;2021-03-08;C.36+S:L452R;;VUM;;False;1975;0
3;2022-01-06 20:17:41;2021-03-08;B.1.1.318;;VUM;;False;1975;1
3;2022-01-06 20:17:41;2021-03-08;P.1+S:P681H;;VUM;;True;1975;0
3;2022-01-06 20:17:41;2021-03-08;B.1.617.2+S:K417N;;VUM;;True;1975;0
3;2022-01-06 20:17:41;2021-03-08;C.1.2;;VUM;VUM;False;1975;0
3;2022-01-06 20:17:41;2021-03-08;B.1.617.2+S:E484del;;VUM;;True;1975;0
3;2022-01-06 20:17:41;2021-03-08;B.1.617.2+S:Q613H;;VUM;;True;1975;0
3;2022-01-06 20:17:41;2021-03-08;B.1.617.2+S:Q677H;;VUM;;True;1975;0
3;2022-01-06 20:17:41;2021-03-08;B.1.640;;VUM;VUM;False;1975;0
3;2022-01-06 20:17:41;2021-03-08;B.1.1.7;Alpha;DEV;VOI;False;1975;1728
3;2022-01-06 20:17:41;2021-03-08;B.1.525;;DEV;VUM;False;1975;5
3;2022-01-06 20:17:41;2021-03-08;B.1.617.1;;DEV;VUM;False;1975;0
3;2022-01-06 20:17:41;2021-03-08;B.1.526;;DEV;VUM;False;1975;0
3;2022-01-06 20:17:41;2021-03-08;B.1.1.519;;DEV;VUM;False;1975;0
3;2022-01-06 20:17:41;2021-03-08;B.1.630;;;VUM;False;1975;0
3;2022-01-06 20:17:41;2021-03-08;AZ.5;;;VUM;True;1975;0
3;2022-01-06 20:17:41;2021-03-15;B.1.351;Beta;VOC;VOC;False;1563;56
3;2022-01-06 20:17:41;2021-03-15;P.1;Gamma;VOC;VOC;False;1563;23
3;2022-01-06 20:17:41;2021-03-15;B.1.617.2;Delta;VOC;VOC;False;1563;0
3;2022-01-06 20:17:41;2021-03-15;B.1.1.529;Omicron;VOC;VOC;False;1563;0
3;2022-01-06 20:17:41;2021-03-15;B.1.621;Mu;VOI;VOI;False;1563;0
3;2022-01-06 20:17:41;2021-03-15;C.37;Lambda;VOI;VOI;False;1563;0
3;2022-01-06 20:17:41;2021-03-15;AY.4.2;;VOI;;True;1563;0
3;2022-01-06 20:17:41;2021-03-15;C.36+S:L452R;;VUM;;False;1563;0
3;2022-01-06 20:17:41;2021-03-15;B.1.1.318;;VUM;;False;1563;0
3;2022-01-06 20:17:41;2021-03-15;P.1+S:P681H;;VUM;;True;1563;0
3;2022-01-06 20:17:41;2021-03-15;B.1.617.2+S:K417N;;VUM;;True;1563;0
3;2022-01-06 20:17:41;2021-03-15;C.1.2;;VUM;VUM;False;1563;0
3;2022-01-06 20:17:41;2021-03-15;B.1.617.2+S:E484del;;VUM;;True;1563;0
3;2022-01-06 20:17:41;2021-03-15;B.1.617.2+S:Q613H;;VUM;;True;1563;0
3;2022-01-06 20:17:41;2021-03-15;B.1.617.2+S:Q677H;;VUM;;True;1563;0
3;2022-01-06 20:17:41;2021-03-15;B.1.640;;VUM;VUM;False;1563;0
3;2022-01-06 20:17:41;2021-03-15;B.1.1.7;Alpha;DEV;VOI;False;1563;1399
3;2022-01-06 20:17:41;2021-03-15;B.1.525;;DEV;VUM;False;1563;2
3;2022-01-06 20:17:41;2021-03-15;B.1.617.1;;DEV;VUM;False;1563;0
3;2022-01-06 20:17:41;2021-03-15;B.1.526;;DEV;VUM;False;1563;0
3;2022-01-06 20:17:41;2021-03-15;B.1.1.519;;DEV;VUM;False;1563;0
3;2022-01-06 20:17:41;2021-03-15;B.1.630;;;VUM;False;1563;0
3;2022-01-06 20:17:41;2021-03-15;AZ.5;;;VUM;True;1563;0
3;2022-01-06 20:17:41;2021-03-22;B.1.351;Beta;VOC;VOC;False;1601;39
3;2022-01-06 20:17:41;2021-03-22;P.1;Gamma;VOC;VOC;False;1601;23
3;2022-01-06 20:17:41;2021-03-22;B.1.617.2;Delta;VOC;VOC;False;1601;0
3;2022-01-06 20:17:41;2021-03-22;B.1.1.529;Omicron;VOC;VOC;False;1601;0
3;2022-01-06 20:17:41;2021-03-22;B.1.621;Mu;VOI;VOI;False;1601;0
3;2022-01-06 20:17:41;2021-03-22;C.37;Lambda;VOI;VOI;False;1601;0
3;2022-01-06 20:17:41;2021-03-22;AY.4.2;;VOI;;True;1601;0
3;2022-01-06 20:17:41;2021-03-22;C.36+S:L452R;;VUM;;False;1601;2
3;2022-01-06 20:17:41;2021-03-22;B.1.1.318;;VUM;;False;1601;0
3;2022-01-06 20:17:41;2021-03-22;P.1+S:P681H;;VUM;;True;1601;0
3;2022-01-06 20:17:41;2021-03-22;B.1.617.2+S:K417N;;VUM;;True;1601;0
3;2022-01-06 20:17:41;2021-03-22;C.1.2;;VUM;VUM;False;1601;0
3;2022-01-06 20:17:41;2021-03-22;B.1.617.2+S:E484del;;VUM;;True;1601;0
3;2022-01-06 20:17:41;2021-03-22;B.1.617.2+S:Q613H;;VUM;;True;1601;0
3;2022-01-06 20:17:41;2021-03-22;B.1.617.2+S:Q677H;;VUM;;True;1601;0
3;2022-01-06 20:17:41;2021-03-22;B.1.640;;VUM;VUM;False;1601;0
3;2022-01-06 20:17:41;2021-03-22;B.1.1.7;Alpha;DEV;VOI;False;1601;1495
3;2022-01-06 20:17:41;2021-03-22;B.1.525;;DEV;VUM;False;1601;0
3;2022-01-06 20:17:41;2021-03-22;B.1.617.1;;DEV;VUM;False;1601;0
3;2022-01-06 20:17:41;2021-03-22;B.1.526;;DEV;VUM;False;1601;0
3;2022-01-06 20:17:41;2021-03-22;B.1.1.519;;DEV;VUM;False;1601;0
3;2022-01-06 20:17:41;2021-03-22;B.1.630;;;VUM;False;1601;0
3;2022-01-06 20:17:41;2021-03-22;AZ.5;;;VUM;True;1601;0
3;2022-01-06 20:17:41;2021-03-29;B.1.351;Beta;VOC;VOC;False;1711;40
3;2022-01-06 20:17:41;2021-03-29;P.1;Gamma;VOC;VOC;False;1711;15
3;2022-01-06 20:17:41;2021-03-29;B.1.617.2;Delta;VOC;VOC;False;1711;0
3;2022-01-06 20:17:41;2021-03-29;B.1.1.529;Omicron;VOC;VOC;False;1711;0
3;2022-01-06 20:17:41;2021-03-29;B.1.621;Mu;VOI;VOI;False;1711;0
3;2022-01-06 20:17:41;2021-03-29;C.37;Lambda;VOI;VOI;False;1711;0
3;2022-01-06 20:17:41;2021-03-29;AY.4.2;;VOI;;True;1711;0
3;2022-01-06 20:17:41;2021-03-29;C.36+S:L452R;;VUM;;False;1711;0
3;2022-01-06 20:17:41;2021-03-29;B.1.1.318;;VUM;;False;1711;0
3;2022-01-06 20:17:41;2021-03-29;P.1+S:P681H;;VUM;;True;1711;0
3;2022-01-06 20:17:41;2021-03-29;B.1.617.2+S:K417N;;VUM;;True;1711;0
3;2022-01-06 20:17:41;2021-03-29;C.1.2;;VUM;VUM;False;1711;0
3;2022-01-06 20:17:41;2021-03-29;B.1.617.2+S:E484del;;VUM;;True;1711;0
3;2022-01-06 20:17:41;2021-03-29;B.1.617.2+S:Q613H;;VUM;;True;1711;0
3;2022-01-06 20:17:41;2021-03-29;B.1.617.2+S:Q677H;;VUM;;True;1711;0
3;2022-01-06 20:17:41;2021-03-29;B.1.640;;VUM;VUM;False;1711;0
3;2022-01-06 20:17:41;2021-03-29;B.1.1.7;Alpha;DEV;VOI;False;1711;1620
3;2022-01-06 20:17:41;2021-03-29;B.1.525;;DEV;VUM;False;1711;1
3;2022-01-06 20:17:41;2021-03-29;B.1.617.1;;DEV;VUM;False;1711;0
3;2022-01-06 20:17:41;2021-03-29;B.1.526;;DEV;VUM;False;1711;0
3;2022-01-06 20:17:41;2021-03-29;B.1.1.519;;DEV;VUM;False;1711;0
3;2022-01-06 20:17:41;2021-03-29;B.1.630;;;VUM;False;1711;0
3;2022-01-06 20:17:41;2021-03-29;AZ.5;;;VUM;True;1711;0
3;2022-01-06 20:17:41;2021-04-05;B.1.351;Beta;VOC;VOC;False;1532;28
3;2022-01-06 20:17:41;2021-04-05;P.1;Gamma;VOC;VOC;False;1532;23
3;2022-01-06 20:17:41;2021-04-05;B.1.617.2;Delta;VOC;VOC;False;1532;0
3;2022-01-06 20:17:41;2021-04-05;B.1.1.529;Omicron;VOC;VOC;False;1532;0
3;2022-01-06 20:17:41;2021-04-05;B.1.621;Mu;VOI;VOI;False;1532;1
3;2022-01-06 20:17:41;2021-04-05;C.37;Lambda;VOI;VOI;False;1532;0
3;2022-01-06 20:17:41;2021-04-05;AY.4.2;;VOI;;True;1532;0
3;2022-01-06 20:17:41;2021-04-05;C.36+S:L452R;;VUM;;False;1532;0
3;2022-01-06 20:17:41;2021-04-05;B.1.1.318;;VUM;;False;1532;1
3;2022-01-06 20:17:41;2021-04-05;P.1+S:P681H;;VUM;;True;1532;0
3;2022-01-06 20:17:41;2021-04-05;B.1.617.2+S:K417N;;VUM;;True;1532;0
3;2022-01-06 20:17:41;2021-04-05;C.1.2;;VUM;VUM;False;1532;0
3;2022-01-06 20:17:41;2021-04-05;B.1.617.2+S:E484del;;VUM;;True;1532;0
3;2022-01-06 20:17:41;2021-04-05;B.1.617.2+S:Q613H;;VUM;;True;1532;0
3;2022-01-06 20:17:41;2021-04-05;B.1.617.2+S:Q677H;;VUM;;True;1532;0
3;2022-01-06 20:17:41;2021-04-05;B.1.640;;VUM;VUM;False;1532;0
3;2022-01-06 20:17:41;2021-04-05;B.1.1.7;Alpha;DEV;VOI;False;1532;1461
3;2022-01-06 20:17:41;2021-04-05;B.1.525;;DEV;VUM;False;1532;2
3;2022-01-06 20:17:41;2021-04-05;B.1.617.1;;DEV;VUM;False;1532;2
3;2022-01-06 20:17:41;2021-04-05;B.1.526;;DEV;VUM;False;1532;0
3;2022-01-06 20:17:41;2021-04-05;B.1.1.519;;DEV;VUM;False;1532;0
3;2022-01-06 20:17:41;2021-04-05;B.1.630;;;VUM;False;1532;0
3;2022-01-06 20:17:41;2021-04-05;AZ.5;;;VUM;True;1532;0
3;2022-01-06 20:17:41;2021-04-12;B.1.351;Beta;VOC;VOC;False;1677;20
3;2022-01-06 20:17:41;2021-04-12;P.1;Gamma;VOC;VOC;False;1677;21
3;2022-01-06 20:17:41;2021-04-12;B.1.617.2;Delta;VOC;VOC;False;1677;1
3;2022-01-06 20:17:41;2021-04-12;B.1.1.529;Omicron;VOC;VOC;False;1677;0
3;2022-01-06 20:17:41;2021-04-12;B.1.621;Mu;VOI;VOI;False;1677;1
3;2022-01-06 20:17:41;2021-04-12;C.37;Lambda;VOI;VOI;False;1677;0
3;2022-01-06 20:17:41;2021-04-12;AY.4.2;;VOI;;True;1677;0
3;2022-01-06 20:17:41;2021-04-12;C.36+S:L452R;;VUM;;False;1677;2
3;2022-01-06 20:17:41;2021-04-12;B.1.1.318;;VUM;;False;1677;0
3;2022-01-06 20:17:41;2021-04-12;P.1+S:P681H;;VUM;;True;1677;0
3;2022-01-06 20:17:41;2021-04-12;B.1.617.2+S:K417N;;VUM;;True;1677;0
3;2022-01-06 20:17:41;2021-04-12;C.1.2;;VUM;VUM;False;1677;0
3;2022-01-06 20:17:41;2021-04-12;B.1.617.2+S:E484del;;VUM;;True;1677;0
3;2022-01-06 20:17:41;2021-04-12;B.1.617.2+S:Q613H;;VUM;;True;1677;0
3;2022-01-06 20:17:41;2021-04-12;B.1.617.2+S:Q677H;;VUM;;True;1677;0
3;2022-01-06 20:17:41;2021-04-12;B.1.640;;VUM;VUM;False;1677;0
3;2022-01-06 20:17:41;2021-04-12;B.1.1.7;Alpha;DEV;VOI;False;1677;1621
3;2022-01-06 20:17:41;2021-04-12;B.1.525;;DEV;VUM;False;1677;1
3;2022-01-06 20:17:41;2021-04-12;B.1.617.1;;DEV;VUM;False;1677;1
3;2022-01-06 20:17:41;2021-04-12;B.1.526;;DEV;VUM;False;1677;0
3;2022-01-06 20:17:41;2021-04-12;B.1.1.519;;DEV;VUM;False;1677;0
3;2022-01-06 20:17:41;2021-04-12;B.1.630;;;VUM;False;1677;0
3;2022-01-06 20:17:41;2021-04-12;AZ.5;;;VUM;True;1677;0
3;2022-01-06 20:17:41;2021-04-19;B.1.351;Beta;VOC;VOC;False;1593;18
3;2022-01-06 20:17:41;2021-04-19;P.1;Gamma;VOC;VOC;False;1593;28
3;2022-01-06 20:17:41;2021-04-19;B.1.617.2;Delta;VOC;VOC;False;1593;2
3;2022-01-06 20:17:41;2021-04-19;B.1.1.529;Omicron;VOC;VOC;False;1593;0
3;2022-01-06 20:17:41;2021-04-19;B.1.621;Mu;VOI;VOI;False;1593;2
3;2022-01-06 20:17:41;2021-04-19;C.37;Lambda;VOI;VOI;False;1593;0
3;2022-01-06 20:17:41;2021-04-19;AY.4.2;;VOI;;True;1593;0
3;2022-01-06 20:17:41;2021-04-19;C.36+S:L452R;;VUM;;False;1593;1
3;2022-01-06 20:17:41;2021-04-19;B.1.1.318;;VUM;;False;1593;0
3;2022-01-06 20:17:41;2021-04-19;P.1+S:P681H;;VUM;;True;1593;0
3;2022-01-06 20:17:41;2021-04-19;B.1.617.2+S:K417N;;VUM;;True;1593;0
3;2022-01-06 20:17:41;2021-04-19;C.1.2;;VUM;VUM;False;1593;0
3;2022-01-06 20:17:41;2021-04-19;B.1.617.2+S:E484del;;VUM;;True;1593;0
3;2022-01-06 20:17:41;2021-04-19;B.1.617.2+S:Q613H;;VUM;;True;1593;0
3;2022-01-06 20:17:41;2021-04-19;B.1.617.2+S:Q677H;;VUM;;True;1593;0
3;2022-01-06 20:17:41;2021-04-19;B.1.640;;VUM;VUM;False;1593;0
3;2022-01-06 20:17:41;2021-04-19;B.1.1.7;Alpha;DEV;VOI;False;1593;1532
3;2022-01-06 20:17:41;2021-04-19;B.1.525;;DEV;VUM;False;1593;4
3;2022-01-06 20:17:41;2021-04-19;B.1.617.1;;DEV;VUM;False;1593;0
3;2022-01-06 20:17:41;2021-04-19;B.1.526;;DEV;VUM;False;1593;2
3;2022-01-06 20:17:41;2021-04-19;B.1.1.519;;DEV;VUM;False;1593;0
3;2022-01-06 20:17:41;2021-04-19;B.1.630;;;VUM;False;1593;0
3;2022-01-06 20:17:41;2021-04-19;AZ.5;;;VUM;True;1593;0
3;2022-01-06 20:17:41;2021-04-26;B.1.351;Beta;VOC;VOC;False;1691;7
3;2022-01-06 20:17:41;2021-04-26;P.1;Gamma;VOC;VOC;False;1691;28
3;2022-01-06 20:17:41;2021-04-26;B.1.617.2;Delta;VOC;VOC;False;1691;4
3;2022-01-06 20:17:41;2021-04-26;B.1.1.529;Omicron;VOC;VOC;False;1691;0
3;2022-01-06 20:17:41;2021-04-26;B.1.621;Mu;VOI;VOI;False;1691;1
3;2022-01-06 20:17:41;2021-04-26;C.37;Lambda;VOI;VOI;False;1691;0
3;2022-01-06 20:17:41;2021-04-26;AY.4.2;;VOI;;True;1691;0
3;2022-01-06 20:17:41;2021-04-26;C.36+S:L452R;;VUM;;False;1691;0
3;2022-01-06 20:17:41;2021-04-26;B.1.1.318;;VUM;;False;1691;0
3;2022-01-06 20:17:41;2021-04-26;P.1+S:P681H;;VUM;;True;1691;0
3;2022-01-06 20:17:41;2021-04-26;B.1.617.2+S:K417N;;VUM;;True;1691;0
3;2022-01-06 20:17:41;2021-04-26;C.1.2;;VUM;VUM;False;1691;0
3;2022-01-06 20:17:41;2021-04-26;B.1.617.2+S:E484del;;VUM;;True;1691;0
3;2022-01-06 20:17:41;2021-04-26;B.1.617.2+S:Q613H;;VUM;;True;1691;0
3;2022-01-06 20:17:41;2021-04-26;B.1.617.2+S:Q677H;;VUM;;True;1691;0
3;2022-01-06 20:17:41;2021-04-26;B.1.640;;VUM;VUM;False;1691;0
3;2022-01-06 20:17:41;2021-04-26;B.1.1.7;Alpha;DEV;VOI;False;1691;1643
3;2022-01-06 20:17:41;2021-04-26;B.1.525;;DEV;VUM;False;1691;1
3;2022-01-06 20:17:41;2021-04-26;B.1.617.1;;DEV;VUM;False;1691;0
3;2022-01-06 20:17:41;2021-04-26;B.1.526;;DEV;VUM;False;1691;0
3;2022-01-06 20:17:41;2021-04-26;B.1.1.519;;DEV;VUM;False;1691;0
3;2022-01-06 20:17:41;2021-04-26;B.1.630;;;VUM;False;1691;0
3;2022-01-06 20:17:41;2021-04-26;AZ.5;;;VUM;True;1691;0
3;2022-01-06 20:17:41;2021-05-03;B.1.351;Beta;VOC;VOC;False;1687;12
3;2022-01-06 20:17:41;2021-05-03;P.1;Gamma;VOC;VOC;False;1687;36
3;2022-01-06 20:17:41;2021-05-03;B.1.617.2;Delta;VOC;VOC;False;1687;1
3;2022-01-06 20:17:41;2021-05-03;B.1.1.529;Omicron;VOC;VOC;False;1687;0
3;2022-01-06 20:17:41;2021-05-03;B.1.621;Mu;VOI;VOI;False;1687;3
3;2022-01-06 20:17:41;2021-05-03;C.37;Lambda;VOI;VOI;False;1687;0
3;2022-01-06 20:17:41;2021-05-03;AY.4.2;;VOI;;True;1687;0
3;2022-01-06 20:17:41;2021-05-03;C.36+S:L452R;;VUM;;False;1687;0
3;2022-01-06 20:17:41;2021-05-03;B.1.1.318;;VUM;;False;1687;0
3;2022-01-06 20:17:41;2021-05-03;P.1+S:P681H;;VUM;;True;1687;0
